county_id,county_name,state,total_households,percent_household_overcrowding,percent_household_severe_overcrowding
05025,Cleveland,Arkansas,3290,0.008814589665653495,0.0012158054711246201
05027,Columbia,Arkansas,9340,0.04122055674518201,0.01873661670235546
05029,Conway,Arkansas,8185,0.02565668906536347,0.004276114844227245
05031,Craighead,Arkansas,39840,0.024347389558232933,0.005522088353413655
05033,Crawford,Arkansas,23870,0.029116045245077504,0.007959782153330541
05035,Crittenden,Arkansas,18655,0.03805950147413562,0.010184937014205307
05037,Cross,Arkansas,6730,0.01634472511144131,0.002228826151560178
05039,Dallas,Arkansas,3145,0.007631160572337043,0.0012718600953895071
05041,Desha,Arkansas,5230,0.014340344168260038,0.0028680688336520078
05043,Drew,Arkansas,7040,0.014204545454545454,0.0
05045,Faulkner,Arkansas,43835,0.020873731036842706,0.00479069236911144
05047,Franklin,Arkansas,6860,0.026676384839650145,0.0011661807580174927
05049,Fulton,Arkansas,5115,0.04398826979472141,0.010752688172043012
05051,Garland,Arkansas,40065,0.021465119181330337,0.008111818295270187
05053,Grant,Arkansas,6850,0.01824817518248175,0.0036496350364963502
05055,Greene,Arkansas,16825,0.016939078751857354,0.0062407132243685
05057,Hempstead,Arkansas,7930,0.03266078184110971,0.0005044136191677175
05059,Hot Spring,Arkansas,12290,0.015459723352318959,0.004475183075671277
05061,Howard,Arkansas,5045,0.031714568880079286,0.011892963330029732
05063,Independence,Arkansas,14290,0.025192442267319804,0.005598320503848845
05065,Izard,Arkansas,5185,0.015043394406943106,0.0015429122468659595
05067,Jackson,Arkansas,6175,0.024291497975708502,0.013765182186234818
05069,Jefferson,Arkansas,27375,0.018995433789954337,0.0045662100456621
05071,Johnson,Arkansas,9900,0.047979797979797977,0.014141414141414142
05073,Lafayette,Arkansas,2860,0.013636363636363636,0.0034965034965034965
05075,Lawrence,Arkansas,6580,0.0121580547112462,0.001519756838905775
05077,Lee,Arkansas,3545,0.019746121297602257,0.0
05079,Lincoln,Arkansas,3925,0.04331210191082802,0.02038216560509554
05081,Little River,Arkansas,5300,0.014150943396226415,0.0018867924528301887
05083,Logan,Arkansas,8265,0.02238354506957048,0.009074410163339383
05085,Lonoke,Arkansas,26280,0.023972602739726026,0.009703196347031963
05087,Madison,Arkansas,6190,0.02988691437802908,0.013731825525040387
05089,Marion,Arkansas,6665,0.015603900975243811,0.0028507126781695423
05091,Miller,Arkansas,17020,0.02144535840188014,0.0035252643948296123
05093,Mississippi,Arkansas,17235,0.0336524514070206,0.013054830287206266
05095,Monroe,Arkansas,3330,0.024024024024024024,0.010510510510510511
05097,Montgomery,Arkansas,3855,0.024383916990920882,0.0010376134889753567
05099,Nevada,Arkansas,3450,0.04028985507246377,0.008695652173913044
05101,Newton,Arkansas,3155,0.023454833597464343,0.0012678288431061807
05103,Ouachita,Arkansas,10015,0.0309535696455317,0.02196704942586121
05105,Perry,Arkansas,3690,0.03116531165311653,0.0
05107,Phillips,Arkansas,7825,0.023642172523961662,0.008945686900958467
05109,Pike,Arkansas,4315,0.02549246813441483,0.009269988412514484
05111,Poinsett,Arkansas,9485,0.0558777016341592,0.011597258829731154
05113,Polk,Arkansas,8060,0.052109181141439205,0.011786600496277916
05115,Pope,Arkansas,23145,0.023331173039533377,0.01123352775977533
05117,Prairie,Arkansas,3920,0.036734693877551024,0.006122448979591836
05119,Pulaski,Arkansas,155435,0.018367806478592336,0.004181812333129604
05121,Randolph,Arkansas,7335,0.027266530334014997,0.0054533060668029995
05123,St. Francis,Arkansas,9325,0.02359249329758713,0.0032171581769436996
05125,Saline,Arkansas,43315,0.0225095232598407,0.0036938704836661663
05127,Scott,Arkansas,3970,0.03904282115869018,0.008816120906801008
05129,Searcy,Arkansas,3335,0.017391304347826087,0.0023988005997001498
05131,Sebastian,Arkansas,50300,0.030218687872763418,0.014811133200795228
05133,Sevier,Arkansas,5985,0.07435254803675856,0.01086048454469507
05135,Sharp,Arkansas,7295,0.039753255654557916,0.0075394105551747775
05137,Stone,Arkansas,4910,0.008961303462321792,0.000814663951120163
05139,Union,Arkansas,16185,0.050664195242508495,0.0321285140562249
05141,Van Buren,Arkansas,6870,0.018922852983988356,0.00727802037845706
05143,Washington,Arkansas,84460,0.037769358276107036,0.014859104901728629
05145,White,Arkansas,29215,0.02002396029436933,0.004107479034742427
05147,Woodruff,Arkansas,2870,0.015331010452961672,0.0013937282229965157
05149,Yell,Arkansas,7555,0.04500330906684315,0.02382528127068167
06001,Alameda,California,569070,0.07296993340010895,0.023995290561793805
06003,Alpine,California,305,0.03934426229508197,0.013114754098360656
06005,Amador,California,14185,0.018611209023616498,0.0034543531899894255
06007,Butte,California,86170,0.029708715330161308,0.00794940234420332
06009,Calaveras,California,17810,0.016844469399213923,0.006457046603032005
06011,Colusa,California,7045,0.0830376153300213,0.0227111426543648
06013,Contra Costa,California,389595,0.045932314326415896,0.01212797905517268
06015,Del Norte,California,9680,0.03512396694214876,0.015495867768595042
06017,El Dorado,California,68085,0.021443783505911727,0.004773444958507748
06019,Fresno,California,301825,0.09358071730307298,0.023937712250476268
06021,Glenn,California,9935,0.04831404126824358,0.0050327126321087065
06023,Humboldt,California,53965,0.03743166867414065,0.012693412396923932
06025,Imperial,California,45195,0.1060958070583029,0.027657926761809934
06027,Inyo,California,8025,0.02043613707165109,0.0017445482866043614
06029,Kern,California,264995,0.09028472235325195,0.02173625917470141
06031,Kings,California,42350,0.08370720188902007,0.02101534828807556
06033,Lake,California,26325,0.02962962962962963,0.010446343779677113
06035,Lassen,California,9440,0.01048728813559322,0.0014830508474576272
06037,Los Angeles,California,3295200,0.1166332847778587,0.04787873270211216
06039,Madera,California,44455,0.0960521876054437,0.026881115735012933
06041,Marin,California,104845,0.0387715198626544,0.01502217559254137
06043,Mariposa,California,7435,0.014794889038332213,0.004707464694014795
06045,Mendocino,California,34180,0.05061439438267993,0.013897015798712697
06047,Merced,California,79260,0.09191269240474388,0.02157456472369417
06049,Modoc,California,3640,0.025824175824175823,0.0038461538461538464
06051,Mono,California,4900,0.018367346938775512,0.01020408163265306
06053,Monterey,California,125940,0.1294664125774178,0.049944417976814356
06055,Napa,California,49045,0.05760016311550617,0.01508818432052197
06057,Nevada,California,40385,0.021171226940695804,0.007923734059675622
06059,Orange,California,1024975,0.08925095734042293,0.031010512451523208
06061,Placer,California,138565,0.02175874138490961,0.006026052755024718
06063,Plumas,California,8285,0.007845503922751962,0.0
06065,Riverside,California,711725,0.07028697881906636,0.01857458990480874
06067,Sacramento,California,532050,0.04853867117752091,0.01294991072267644
06069,San Benito,California,17440,0.08056192660550458,0.02838302752293578
06071,San Bernardino,California,623645,0.08780636419758035,0.021735121743940863
06073,San Diego,California,1111740,0.06537499775127278,0.02131793404932808
06075,San Francisco,California,358770,0.06169690888312847,0.03523148535273295
06077,San Joaquin,California,223810,0.07099772128144408,0.017849962021357402
06079,San Luis Obispo,California,105040,0.03408225437928408,0.01170982482863671
06081,San Mateo,California,261795,0.07715960961821272,0.030329074275673714
06083,Santa Barbara,California,144015,0.10276707287435337,0.03905843141339444
06085,Santa Clara,California,630450,0.079467047347133,0.02569593147751606
06087,Santa Cruz,California,95535,0.06850892343120323,0.02653477783011462
06089,Shasta,California,70485,0.03085762928282613,0.009434631481875577
06091,Sierra,California,1210,0.003305785123966942,0.0
06093,Siskiyou,California,19015,0.031028135682356035,0.00815145937417828
06095,Solano,California,147350,0.0495419070240923,0.013199864268747879
06097,Sonoma,California,190060,0.05137851204882669,0.01552141429022414
06099,Stanislaus,California,171325,0.06729899314168977,0.016022180067123887
06101,Sutter,California,32185,0.06990834239552586,0.019418983998757185
06103,Tehama,California,23715,0.052076744676365166,0.014758591608686485
06105,Trinity,California,5465,0.024702653247941447,0.010064043915827997
06107,Tulare,California,135145,0.09952273484035666,0.024307225572533207
06109,Tuolumne,California,22270,0.02986079928154468,0.004939380332285586
06111,Ventura,California,270050,0.0680429550083318,0.020866506202555084
06113,Yolo,California,72845,0.05305786258494063,0.014276889285469148
06115,Yuba,California,25880,0.06742658423493045,0.020672333848531683
08001,Adams,Colorado,162505,0.052952216854866,0.01249192332543614
08003,Alamosa,Colorado,6050,0.050413223140495865,0.032231404958677684
08005,Arapahoe,Colorado,235265,0.02973242938813678,0.008416041485133785
08007,Archuleta,Colorado,5550,0.04054054054054054,0.03423423423423423
08009,Baca,Colorado,1605,0.011838006230529595,0.0
08011,Bent,Colorado,1760,0.028409090909090908,0.0
08013,Boulder,Colorado,125025,0.017356528694261148,0.004639072185562887
08014,Broomfield,Colorado,25935,0.017543859649122806,0.006362058993637941
08015,Chaffee,Colorado,7900,0.010759493670886076,0.006962025316455696
08017,Cheyenne,Colorado,775,0.005161290322580645,0.0
08019,Clear Creek,Colorado,4370,0.017848970251716247,0.0018306636155606408
08021,Conejos,Colorado,2990,0.03979933110367893,0.0046822742474916385
08023,Costilla,Colorado,1570,0.018471337579617834,0.008917197452229299
08025,Crowley,Colorado,1215,0.0205761316872428,0.0
08027,Custer,Colorado,2095,0.021479713603818614,0.00477326968973747
08029,Delta,Colorado,12120,0.02929042904290429,0.006188118811881188
08031,Denver,Colorado,287265,0.033818947661566845,0.011679111621673368
08033,Dolores,Colorado,710,0.02112676056338028,0.0
08035,Douglas,Colorado,113800,0.0109402460456942,0.0037785588752196836
08037,Eagle,Colorado,17765,0.036870250492541515,0.007880664227413453
08039,Elbert,Colorado,8865,0.012972363226170333,0.003948110547095319
08041,El Paso,Colorado,249745,0.026867404752847907,0.008869046427355903
08043,Fremont,Colorado,16760,0.017899761336515514,0.0065632458233890216
08045,Garfield,Colorado,21055,0.061505580622180006,0.012111137497031584
08047,Gilpin,Colorado,2605,0.009596928982725527,0.0
08049,Grand,Colorado,5720,0.03496503496503497,0.01486013986013986
08051,Gunnison,Colorado,6495,0.03294842186297152,0.015396458814472672
08053,Hinsdale,Colorado,365,0.021917808219178082,0.010958904109589041
08055,Huerfano,Colorado,3170,0.010725552050473186,0.00946372239747634
08057,Jackson,Colorado,595,0.0,0.0
08059,Jefferson,Colorado,227805,0.013673975549263624,0.0036215184038980706
08061,Kiowa,Colorado,580,0.006896551724137931,0.006896551724137931
08063,Kit Carson,Colorado,2995,0.007345575959933222,0.002671118530884808
08065,Lake,Colorado,3325,0.021052631578947368,0.0
08067,La Plata,Colorado,21820,0.022685609532538956,0.007332722273143905
08069,Larimer,Colorado,130500,0.014636015325670498,0.004061302681992337
08071,Las Animas,Colorado,6330,0.030805687203791468,0.01263823064770932
08073,Lincoln,Colorado,1475,0.005423728813559322,0.0
08075,Logan,Colorado,8150,0.022085889570552148,0.001226993865030675
08077,Mesa,Colorado,60565,0.021381986295715347,0.003302237265747544
08079,Mineral,Colorado,405,0.009876543209876543,0.009876543209876543
08081,Moffat,Colorado,5105,0.020372184133202742,0.007639569049951028
08083,Montezuma,Colorado,10520,0.025190114068441065,0.0076045627376425855
08085,Montrose,Colorado,16955,0.033028605131229724,0.008552049542907697
08087,Morgan,Colorado,10600,0.04660377358490566,0.009811320754716982
08089,Otero,Colorado,7490,0.021361815754339118,0.0013351134846461949
08091,Ouray,Colorado,2205,0.008616780045351474,0.006802721088435374
08093,Park,Colorado,7390,0.010013531799729363,0.008119079837618403
08095,Phillips,Colorado,1695,0.04365781710914454,0.029498525073746312
08097,Pitkin,Colorado,7340,0.01430517711171662,0.0
08099,Prowers,Colorado,4915,0.022177009155645983,0.0008138351983723296
08101,Pueblo,Colorado,63490,0.024255788313120176,0.004725153567490943
08103,Rio Blanco,Colorado,2415,0.02857142857142857,0.014078674948240166
08105,Rio Grande,Colorado,4750,0.040842105263157895,0.0008421052631578948
08107,Routt,Colorado,9475,0.027968337730870714,0.00474934036939314
08109,Saguache,Colorado,2625,0.05714285714285714,0.03238095238095238
08111,San Juan,Colorado,255,0.03137254901960784,0.0
08113,San Miguel,Colorado,3300,0.030303030303030304,0.01818181818181818
08115,Sedgwick,Colorado,1000,0.028,0.02
08117,Summit,Colorado,9455,0.0449497620306716,0.01639344262295082
08119,Teller,Colorado,10075,0.019751861042183624,0.0048635235732009926
08121,Washington,Colorado,2015,0.02183622828784119,0.0019851116625310174
08123,Weld,Colorado,99815,0.02920402745078395,0.007363622701998697
08125,Yuma,Colorado,4055,0.030826140567200986,0.016029593094944512
09001,Fairfield,Connecticut,337675,0.027778189087140002,0.007818168357148145
09003,Hartford,Connecticut,348875,0.01824435686134002,0.006391974202794698
09005,Litchfield,Connecticut,74605,0.009248709871992495,0.0026807854701427518
09007,Middlesex,Connecticut,66600,0.00960960960960961,0.0017267267267267268
09009,New Haven,Connecticut,327400,0.016982284667073917,0.005650580329871716
09011,New London,Connecticut,107190,0.014740180987032373,0.00452467580931057
09013,Tolland,Connecticut,54880,0.00783527696793003,0.0031887755102040817
09015,Windham,Connecticut,44525,0.018641212801796744,0.003593486805165637
10001,Kent,Delaware,63380,0.01980119911644052,0.0030766803408015147
10003,New Castle,Delaware,202655,0.013569860107078533,0.0035034911549184575
10005,Sussex,Delaware,86325,0.021314798725745727,0.003591080220098465
11001,District of Columbia,District of Columbia,277985,0.03577531161753332,0.015774232422612732
12001,Alachua,Florida,97485,0.01990049751243781,0.004769964609939991
12003,Baker,Florida,8300,0.03674698795180723,0.004819277108433735
12005,Bay,Florida,68665,0.01900531566300153,0.003349595863977281
12007,Bradford,Florida,8980,0.021046770601336303,0.0015590200445434299
12009,Brevard,Florida,227225,0.014104962042028825,0.0035207393552646057
12011,Broward,Florida,675830,0.03884112868620807,0.010224464732255153
12013,Calhoun,Florida,4580,0.024890829694323144,0.0008733624454148472
12015,Charlotte,Florida,74880,0.015224358974358974,0.003472222222222222
12017,Citrus,Florida,62485,0.016243898535648556,0.003120748979755141
12019,Clay,Florida,71940,0.02015568529329997,0.0022240756185710315
12021,Collier,Florida,138130,0.043582132773474266,0.010714544269890682
12023,Columbia,Florida,24720,0.030744336569579287,0.00424757281553398
12027,DeSoto,Florida,11745,0.05789697743720732,0.017028522775649212
12029,Dixie,Florida,6430,0.04665629860031104,0.02332814930015552
12031,Duval,Florida,347780,0.022169187417332797,0.006138938409339237
12033,Escambia,Florida,117835,0.010777782492468281,0.0018670174396401749
12035,Flagler,Florida,39435,0.015595283377710156,0.0025358184354000255
12037,Franklin,Florida,4325,0.027745664739884393,0.008092485549132947
12039,Gadsden,Florida,17310,0.035239745811669554,0.0028885037550548816
12041,Gilchrist,Florida,6400,0.01859375,0.0053125
12043,Glades,Florida,4300,0.03372093023255814,0.002325581395348837
12045,Gulf,Florida,5295,0.0033994334277620396,0.001510859301227573
12047,Hamilton,Florida,4550,0.03604395604395604,0.0008791208791208791
12049,Hardee,Florida,7720,0.08937823834196891,0.018134715025906734
12051,Hendry,Florida,12100,0.08140495867768595,0.016942148760330577
12053,Hernando,Florida,72230,0.016129032258064516,0.0027689325764917623
12055,Highlands,Florida,41350,0.0282950423216445,0.004353083434099154
12057,Hillsborough,Florida,505845,0.033518172562741554,0.015686623372772292
12059,Holmes,Florida,7020,0.020512820512820513,0.004843304843304843
12061,Indian River,Florida,57910,0.013987221550682093,0.003453634950785702
12063,Jackson,Florida,17040,0.033157276995305164,0.007042253521126761
12065,Jefferson,Florida,5705,0.022787028921998246,0.007887817703768623
12067,Lafayette,Florida,2190,0.0502283105022831,0.02511415525114155
12069,Lake,Florida,127440,0.021696484620213435,0.005532015065913371
12071,Lee,Florida,264325,0.02457202307765062,0.006488224723351934
12073,Leon,Florida,112370,0.021624988876034527,0.008854676515084097
12075,Levy,Florida,15810,0.022770398481973434,0.004427577482605946
12077,Liberty,Florida,2325,0.03225806451612903,0.0
12079,Madison,Florida,6740,0.04599406528189911,0.019287833827893175
12081,Manatee,Florida,140255,0.02399201454493601,0.005133506826851092
12083,Marion,Florida,134750,0.015918367346938776,0.004081632653061225
12085,Martin,Florida,63495,0.020237814001102448,0.004567288762894716
12086,Miami-Dade,Florida,858290,0.061540971000477694,0.019678663388831282
12087,Monroe,Florida,30200,0.03543046357615894,0.013079470198675497
12089,Nassau,Florida,30455,0.013626662288622558,0.0026268264652766376
12091,Okaloosa,Florida,76570,0.018218623481781375,0.004897479430586392
12093,Okeechobee,Florida,13335,0.04611923509561305,0.009373828271466067
12095,Orange,Florida,451960,0.030223913620674395,0.009281794849101691
12097,Osceola,Florida,96250,0.0347012987012987,0.007116883116883117
12099,Palm Beach,Florida,543590,0.031770268032892436,0.007634430361117754
12101,Pasco,Florida,195815,0.01738886193601103,0.004264228991650282
12103,Pinellas,Florida,406875,0.016921658986175116,0.0064761904761904765
12105,Polk,Florida,226605,0.03735575119701683,0.014915822687054566
12107,Putnam,Florida,27950,0.024508050089445437,0.005008944543828265
12109,St. Johns,Florida,83745,0.008418413039584453,0.0020299719386232015
12111,St. Lucie,Florida,110045,0.02408105774910264,0.00654277795447317
12113,Santa Rosa,Florida,60605,0.021945384044220775,0.003217556307235377
12115,Sarasota,Florida,178000,0.013651685393258428,0.0029775280898876404
12117,Seminole,Florida,161370,0.01654582636177728,0.005577244841048522
12119,Sumter,Florida,52360,0.009549274255156608,0.0033422459893048127
12121,Suwannee,Florida,15290,0.030739045127534337,0.008175277959450621
12123,Taylor,Florida,7405,0.03308575286968265,0.014854827819041188
12125,Union,Florida,3950,0.021518987341772152,0.002531645569620253
12127,Volusia,Florida,209885,0.013150058365295281,0.003430450008337899
12129,Wakulla,Florida,11075,0.023024830699774266,0.01309255079006772
12131,Walton,Florida,25450,0.03870333988212181,0.0037328094302554026
12133,Washington,Florida,8560,0.02161214953271028,0.008761682242990653
13001,Appling,Georgia,6700,0.03283582089552239,0.015671641791044775
13003,Atkinson,Georgia,2835,0.016931216931216932,0.0014109347442680777
13005,Bacon,Georgia,3990,0.02631578947368421,0.017543859649122806
13007,Baker,Georgia,1320,0.05303030303030303,0.03409090909090909
13009,Baldwin,Georgia,16330,0.012859767299448868,0.0027556644213104714
13011,Banks,Georgia,6490,0.026040061633281972,0.00909090909090909
13013,Barrow,Georgia,24590,0.021960146400976006,0.004066693777958519
13015,Bartow,Georgia,37120,0.026400862068965518,0.00525323275862069
13017,Ben Hill,Georgia,6360,0.007075471698113208,0.0031446540880503146
13019,Berrien,Georgia,7240,0.016574585635359115,0.008287292817679558
13021,Bibb,Georgia,57320,0.01936496859734822,0.00392533147243545
13023,Bleckley,Georgia,4155,0.012033694344163659,0.0024067388688327317
13025,Brantley,Georgia,6655,0.02764838467317806,0.009767092411720512
13027,Brooks,Georgia,6335,0.04498816101026046,0.026835043409629045
13029,Bryan,Georgia,12365,0.01447634452082491,0.003154063890012131
13031,Bulloch,Georgia,26630,0.02365752910251596,0.008824633871573414
13033,Burke,Georgia,8065,0.025294482331060138,0.00731556106633602
13035,Butts,Georgia,8055,0.011049037864680323,0.0004965859714463067
13037,Calhoun,Georgia,1865,0.02091152815013405,0.01876675603217158
13039,Camden,Georgia,18915,0.02141157811260904,0.0013217023526301878
13043,Candler,Georgia,4065,0.05289052890528905,0.006150061500615006
