household_network,True
same_age_household,True
num_households,"{'poor': 136000, 'rich': 34000}"
max_household_sizes,"{'poor': 8, 'rich': 3}"
econ_network,watts strogatz
average_worker_degree,20
rewiring_prob,1
initial_infection_fraction,0.001
household_transmission_prob,0.25
other_transmission_prob,0.005
time_steps_pre_lockdown,0
time_steps_post_lockdown_pre_reopening,60
time_steps_post_reopening,0
occupations_staying_at_home,retiree
partial_opening,True
worker_staying_at_home_prob,0.4
staying_at_home_output_remaining_scale,1.0
viral_test_fraction_all,0.00145
viral_test_fraction_poor,
contact_tracing_efficacy,0.7
subsidy,0.1
hospital_capacity,0.0025
undertreatment_effect,0.5
despair_prob_factor,5.5e-05
inactive_prob_factor,0.01
trial,time,stay_at_home_count,stay_at_home_count_poor,stay_at_home_count_rich,isolation_count,isolation_count_poor,isolation_count_rich,infections,infections_poor,infections_rich,recoveries,recoveries_poor,recoveries_rich,hospitalizations,hospitalizations_poor,hospitalizations_rich,hospitalizations_cumsum,hospitalizations_cumsum_poor,hospitalizations_cumsum_rich,ICU_count,ICU_count_poor,ICU_count_rich,viral_deaths,viral_deaths_poor,viral_deaths_rich,undertreated_deaths,undertreated_deaths_poor,undertreated_deaths_rich,deaths_of_despair,deaths_of_despair_poor,deaths_of_despair_rich,active_count,active_count_poor,active_count_rich,total_output,total_output_poor,total_output_rich,total_subsidy,total_subsidy_poor,total_subsidy_rich
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000853,0.0010200996,0.0008206691,0.0,0.0,0.0,0.0,0.0,0.0,4.70628e-05,4.90432e-05,2.93096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,1,0.3679122631,0.3679649504,0.3674399519,5.8829e-06,6.5391e-06,0.0,0.0021545955,0.0022690676,0.0011284201,0.0,0.0,0.0,0.0,0.0,0.0,0.00010295,0.0001095299,4.39644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9414e-06,3.2695e-06,0.0,0.9995190766,0.999506298,0.9996336298,0.8794732969,0.8793891546,0.8795761296,0.0438249918,0.0796845018,0.0
0,2,0.3679122631,0.3679649504,0.3674399519,8.38307e-05,9.15474e-05,1.46548e-05,0.0037473785,0.0039986595,0.0014947902,0.0,0.0,0.0,0.0,0.0,0.0,0.0001794271,0.0001929034,5.86192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3536e-06,8.1739e-06,0.0,0.9990307997,0.9990175003,0.9991500212,0.8789995973,0.8789127449,0.8791057422,0.043827725,0.0796862019,3.9958e-06
0,3,0.3679122631,0.3679649504,0.3674399519,0.0002794356,0.0003007986,8.79288e-05,0.005223975,0.0055876607,0.001963744,0.0,0.0,0.0,0.0,0.0,0.0,0.0002500213,0.0002681031,8.79288e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91193e-05,2.12521e-05,0.0,0.9985601713,0.9985434155,0.9987103771,0.8785279823,0.8784215404,0.8786580682,0.0438311057,0.0796880329,9.2704e-06
0,4,0.3679122631,0.3679649504,0.3674399519,0.0005838733,0.0006293883,0.0001758577,0.0062622988,0.0066960381,0.0023740786,0.0,0.0,0.0,0.0,0.0,0.0,0.0002838477,0.0003057029,8.79288e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64728e-05,2.94259e-05,0.0,0.9980807186,0.998067696,0.9981974589,0.8780115319,0.8779178788,0.8781259882,0.0438344144,0.0796901254,1.40654e-05
0,5,0.3679107924,0.3679633157,0.3674399519,0.0009883196,0.0010527951,0.0004103346,0.0072550306,0.0077422941,0.0028869968,0.0,0.0,0.0,2.9414e-06,3.2695e-06,0.0,0.0003162034,0.0003400332,0.0001025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23557e-05,3.5965e-05,0.0,0.9975718517,0.9975641854,0.9976405762,0.8774423061,0.8773633426,0.8775388099,0.0438376511,0.0796914333,1.96596e-05
0,6,0.3679093217,0.3679616809,0.3674399519,0.0015177765,0.0016233315,0.0005715374,0.0084271894,0.0089814535,0.0034585342,1.17657e-05,1.30782e-05,0.0,8.8243e-06,9.8086e-06,0.0,0.0003456177,0.0003678244,0.0001465481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97093e-05,4.41389e-05,0.0,0.9970835748,0.9970704833,0.997200932,0.8769142038,0.876799766,0.8770540617,0.0438423984,0.0796950952,2.57332e-05
0,7,0.367907851,0.3679600461,0.3674399519,0.0020119363,0.0021529986,0.0007473951,0.0097478903,0.010379186,0.0040886909,5.00043e-05,5.39476e-05,1.46548e-05,1.32364e-05,1.4713e-05,0.0,0.0003809148,0.0004054242,0.0001612029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70628e-05,5.23128e-05,0.0,0.9965600007,0.996542451,0.9967173234,0.8763499398,0.8762012541,0.8765316532,0.0438475053,0.0797004573,3.05283e-05
0,8,0.3679019681,0.367953507,0.3674399519,0.0026664039,0.0028445084,0.0010698008,0.0111818361,0.0119109702,0.0046455735,0.0001353057,0.0001471297,2.93096e-05,2.64728e-05,2.94259e-05,0.0,0.0004250363,0.0004528327,0.0001758577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88285e-05,6.5391e-05,0.0,0.9960143659,0.9959931666,0.9962044052,0.8757348965,0.8755554967,0.8759541464,0.0438514614,0.0797033345,3.58028e-05
0,9,0.367887261,0.3679371593,0.3674399519,0.0033532272,0.0035605398,0.0014947902,0.0127628533,0.0135719015,0.0055102071,0.0002058999,0.0002223294,5.86192e-05,4.70628e-05,5.23128e-05,0.0,0.0004618041,0.0004838934,0.0002637865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91235e-05,7.68344e-05,0.0,0.9954790262,0.9954684039,0.9955742486,0.8750610442,0.8749221148,0.8752308342,0.0438546981,0.0797046423,4.1397e-05
0,10,0.3678710831,0.3679191767,0.3674399519,0.0042503625,0.004525057,0.0017878863,0.0145277097,0.0154388145,0.0063601858,0.0003264984,0.0003531114,8.79288e-05,6.61821e-05,7.35649e-05,0.0,0.0005044548,0.0005296671,0.0002784413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67721e-05,9.64517e-05,0.0,0.9949569228,0.9949240238,0.9952518428,0.8744820385,0.8742242568,0.8747970813,0.0438599489,0.0797085658,4.82698e-05
0,11,0.3678578467,0.3679044638,0.3674399519,0.0051739707,0.0055206349,0.0020663277,0.0165514117,0.0175656566,0.0074592963,0.0004559212,0.0004920673,0.0001318933,8.236e-05,9.15474e-05,0.0,0.0005603419,0.000588519,0.0003077509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2655e-05,0.0001029908,0.0,0.9944362902,0.9944058002,0.994709615,0.8738226407,0.87355061,0.8741550977,0.0438633295,0.0797118354,5.17862e-05
0,12,0.3678387274,0.3678832117,0.3674399519,0.0061034618,0.0065178477,0.0023887334,0.0186221766,0.0197693333,0.0083385846,0.0006456433,0.0006947793,0.0002051673,0.00010295,0.0001144342,0.0,0.0006191705,0.0006473709,0.0003663702,1.4707e-06,1.6348e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.70671e-05,0.0001078951,0.0,0.9938833018,0.9938352637,0.9943139353,0.8731899921,0.8728155279,0.8736476361,0.0438687961,0.0797169359,5.77e-05
0,13,0.3677975474,0.3678407075,0.3674106423,0.0070800156,0.0075575645,0.002799068,0.0209547285,0.0222460173,0.0093790759,0.0008486018,0.0009122044,0.0002784413,0.0001411885,0.0001520341,4.39644e-05,0.0006824111,0.0007143966,0.0003956798,1.4707e-06,1.6348e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010295,0.0001144342,0.0,0.9933317842,0.9933072314,0.9935518853,0.8724086269,0.87210057,0.8727851126,0.043871889,0.0797190285,6.20155e-05
0,14,0.3677622503,0.3678014729,0.3674106423,0.0081212809,0.0086643071,0.0032533669,0.023618191,0.0250758127,0.0105514604,0.0010706796,0.0011459772,0.0003956798,0.0001720735,0.0001847296,5.86192e-05,0.000770654,0.0008075788,0.0004396442,5.8829e-06,6.5391e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001103035,0.0001226081,0.0,0.9927743837,0.9927497732,0.9929950027,0.8716968745,0.8713650628,0.8721023915,0.0438772117,0.079722298,6.98474e-05
